# row_label, Frac_Entanglement_Presenet, AVG_Num_of_Entanglements, AVG_Num_of_Crossings, AVG_Num_of_Entanglements_normL, AVG_Num_of_Crossings_normL
treatment_mean,0.5833333333333334,2.7857142857142856,1.1339285714285714,0.0079786509555799,0.003720813384782185
treatment_yerr_lower_delta,0.25000000000000006,0.9107142857142856,0.1339285714285714,0.002340778083980803,0.0008541503382444322
treatment_yerr_upper_delta,0.16666666666666663,1.7142857142857144,0.2688492063492063,0.002983782139446632,0.001019542489049615
control_mean,0.5052410901467506,3.136929460580913,1.159946403147301,0.006605857613373905,0.0029851938207342194
control_yerr_lower_delta,0.04612159329140464,0.3752107105809128,0.0436213428429264,0.0006603502379253614,0.00025519697258751623
control_yerr_upper_delta,0.04192872117400415,0.4675645943259421,0.06073763506561858,0.0007876192017938401,0.00031760873404896315
sample_diffs,-0.07809224318658281,0.35121517486662723,0.026017831718729623,-0.001372793342205995,-0.0007356195640479657
pvalues,0.2972270277297227,0.4061159388406116,0.4853351466485335,0.1947180528194718,0.13313866861331386
