# row_label, Frac_Entanglement_Presenet, AVG_Num_of_Entanglements, AVG_Num_of_Crossings, AVG_Num_of_Entanglements_normL, AVG_Num_of_Crossings_normL
treatment_mean,0.75,6.8,1.385107855107855,0.010573820004317098,0.0031242901733474298
treatment_yerr_lower_delta,0.3,2.564705882352941,0.2103537537002398,0.0030069628156875437,0.0007335470652948782
treatment_yerr_upper_delta,0.09999999999999998,4.7,0.3129421065148863,0.004462176270877803,0.0009614895273652962
control_mean,0.5052410901467506,3.136929460580913,1.159946403147301,0.006605857613373905,0.0029851938207342194
control_yerr_lower_delta,0.04612159329140464,0.37123908401187533,0.04381425685050222,0.0006563399936632868,0.00025567527133250586
control_yerr_upper_delta,0.04402515723270439,0.47140387275242057,0.06116451014855917,0.0007875024168169514,0.0003156621513981145
sample_diffs,-0.24475890985324944,-3.663070539419087,-0.22516145196055404,-0.003967962390943193,-0.00013909635261321034
pvalues,0.027199728002719973,0.007729922700772992,0.06734932650673493,0.03111968880311197,0.3751462485375146
